movie_id,realisateurs,scenaristes,acteurs
291218,['14480'],"['38398', '14480', '14480', '413698', '134523', '413698', '413698', '134523', '134523']","['255057', '32161', '218141', '251100', '577555', '137485', '14742', '13425']"
4046,['852'],"['300', '135783']","['4788', '10', '4909', '10480', '1245', '751', '262', '45405']"
60207,['30601'],['30601'],"['109512', '21333', '91615', '22901', '30601', '20484', '55977', '120']"
287619,['555404'],"['497231', '859303', '501096', '476258', '800444']","['67967', '471895', '61118', '718530', '681586', '690721', '492799', '411498']"
288067,['45845'],['919256'],"['94363', '170988', '934436', '895277', '207164', '116473', '135528', '413813']"
10656,['1907'],['20609'],"['2098', '13593', '11461', '15262', '15676', '6011', '451915', '460905']"
190969,['196101'],"['510626', '196101']","['79356', '129990', '259643', '153665', '202607', '613', '116406', '216767']"
238418,['699706'],"['699706', '145228']","['699706', '145228']"
138725,['93934'],"['235286', '38749', '431915', '38748']","['21971', '154314', '536455', '63635', '408661', '421457', '567046', '29622']"
178979,['61864'],"['61864', '175295', '235324']","['82306', '104705', '201688', '53429', '3198', '173524', '14452', '601003']"
271068,['521281'],"['39628', '521281', '863178']","['807397', '24248', '82569', '10905', '823040', '773316', '71440', '267145']"
5395,['5699'],"['5699', '43322', '43323', '46642']","['3108', '36101', '446', '11533', '11528', '2889', '33051', '947']"
5493,['4318'],"['35618', '77929', '4318', '39316']","['1926', '682', '676', '2764', '3709', '9865', '383', '4751']"
273583,['616464'],"['27699', '616464']","['27346', '586142', '871673', '801295', '871674']"
47883,['82253'],['82253'],"['785', '10100', '37658', '71351', '82238', '6715', '82251', '82252']"
192086,"['132706', '266625']",['86995'],"['102403', '132706', '208460', '103091', '477618', '3347', '451601', '93074']"
243234,['554233'],['554233'],"['133334', '487863', '668583', '758635', '611645', '139928', '424207', '266399']"
40900,['5311'],"['5311', '27490', '41175', '89141']","['5311', '14174', '5181', '40478', '5681', '15634', '37622', '149605']"
45915,['76678'],"['76679', '76680']","['29331', '24356', '82028', '77787', '79003', '600', '111578', '96859']"
33913,['7775'],['7775'],"['400', '3537', '3285', '119387', '24063', '939117', '7656', '49736']"
36464,['2346'],"['2346', '35650', '36075', '35650']","['1920', '682', '3794', '6436', '13210', '20226', '13216', '64986']"
129557,['195292'],"['195292', '195292', '217150', '217150', '217150', '195292', '217150']","['6417', '83459', '241091', '30289', '3233', '78817', '33129', '17162']"
47751,['67276'],['67276'],"['263', '156040', '60740', '67276', '18066', '64733', '29696', '38479']"
14737,['5790'],['5790'],"['17061', '635', '11391', '17369', '21691', '403', '13192', '8313']"
27299,"['38738', '38698', '145432']","['52665', '13170', '92482', '37227', '93577']","['74743', '2392', '19236', '43814', '146751', '128425', '52254', '146750']"
38818,"['11412', '4938']","['66943', '48558', '39132', '68890', '98921', '484338']","['375', '731', '3853', '862', '54184', '9330', '9300', '39723']"
285144,['222935'],['222935'],"['19356', '682297', '715341', '427154', '452993', '75190', '861236', '527909']"
253639,['459727'],"['800880', '690400']","['814100', '808457', '503875', '765403', '795980', '818554', '131181', '188162']"
176518,['1712'],"['459462', '36571', '150608', '205861', '204577', '68212']","['17585', '12336', '242606', '50698', '157407', '182557', '502189', '15760']"
207809,['237963'],"['97440', '577885']","['18241', '6556', '1195', '15449', '238757', '229332', '7263', '122081']"
60581,['22170'],"['22170', '121209']","['67148', '32404', '19117', '5481', '51635', '144071', '108054', '104561']"
209307,['135398'],['269033'],"['457246', '60345', '585063', '4511', '148816', '258683', '211797', '128181']"
4755,['1049'],"['1049', '35756', '43161']","['4636', '1856', '7755', '1361', '615957', '18473', '48200', '19875']"
291587,['929635'],"['585468', '739713']","['12205', '2098', '500864', '12219', '136216', '651688', '250222', '154349']"
11552,['9673'],"['76185', '9673']","['20483', '20484', '20486', '20485', '20487', '121748', '15444', '189589']"
8138,['10509'],"['1896', '116', '10509', '8839']","['191', '666', '190', '3707', '18642', '76835', '58794', '679116']"
207654,['9931'],['512782'],"['1196', '93267', '12973', '4062', '55757', '38627', '33230', '42695']"
252533,['68843'],"['811861', '682154', '68843']","['711141', '135957', '132644', '181752', '405928', '257062', '164222', '412494']"
196467,['96497'],"['535219', '535219', '535219', '568583', '568583', '568583', '217487']","['5568', '16335', '103817', '208721', '125687', '126165', '582633', '169970']"
25563,['18385'],"['18385', '41197', '41198']","['10', '3846', '4294', '19334', '19357', '29353', '26172', '102905']"
3797,['1560'],"['75604', '84005', '75605']","['606', '149', '9369', '762', '7317', '8731', '10692', '2855']"
268161,['542979'],['665558'],"['512372', '575678', '497906', '850888', '464850']"
104901,['10509'],"['37756', '5688', '20463', '10509']","['1002', '15449', '2608', '474', '630', '10209', '327', '3911']"
244531,['625151'],"['259146', '764335']","['226963', '21376', '55757', '171899', '461879', '189349', '178367', '27346']"
280898,['729178'],['729178'],"['11738', '240868', '731838', '47263', '131972', '942948', '808145', '942954']"
294197,['522681'],['684573'],"['239136', '657341', '697379', '892321']"
232837,['709791'],"['709791', '111275']","['266142', '553539', '183846', '709790', '435238', '627496', '9772', '709791']"
238052,['233689'],"['571101', '687168']","['15634', '2699', '77209', '97827', '124747', '223349', '144534', '526257']"
221875,['171858'],"['135688', '648184', '681948', '3423', '766749']","['117459', '1196', '34883', '240748', '48328', '118624', '200577', '61734']"
128311,"['1027', '51779']","['1027', '51779']","['163572', '400752', '68102', '266469', '400753', '400754', '28641', '54389']"
6474,['1421'],"['51710', '41651', '40125']","['1067', '9183', '13980', '13981', '13982', '2874', '10558', '484']"
203316,['24351'],['24351'],"['24351', '27868', '16335', '37552', '56279', '13262', '97975', '125254']"
243534,['8400'],"['8400', '2350']","['8400', '2350', '5084', '255093', '32807', '590100', '33328', '16840']"
227014,['502314'],"['235406', '671877']","['83323', '6405', '184912', '798567', '60203', '619798', '750594', '253243']"
481,['940'],"['402350', '940']","['1543', '1544', '1545', '1546', '77836']"
182075,['23786'],"['495591', '23786', '77451']","['1192', '27868', '18217', '128170', '538726', '172900', '93688', '38769']"
189379,['76201'],"['76201', '76201']","['23848', '5091', '5293', '105046', '201357', '201356', '136334', '65974']"
61263,['98394'],"['144450', '144450', '23372', '23373']","['28589', '26883', '13886', '18534', '21444', '90823', '108704', '24413']"
270200,['550773'],['825781'],"['590324', '805270', '144083', '240086', '110902', '547696', '859309', '113955']"
41116,['17666'],['17666'],"['34414', '69557', '9005', '18156', '73223', '26835', '548048', '31902']"
262420,['223137'],"['36181', '36181', '223137', '249837']","['189945', '11672', '7542', '825', '507101', '554070', '802431', '97413']"
296044,['636216'],"['636216', '943213']","['129613', '799898', '2609', '410702', '588902', '21561', '19361', '62644']"
128729,['22337'],"['232589', '105344', '48134', '232590']","['29365', '26824', '197757', '192255', '108373', '399256', '120476', '199821']"
43635,['4842'],['72648'],"['1045', '793', '1308', '4666', '1266', '65301', '73', '730']"
310398,['105857'],['979818'],"['818497', '561941', '439664', '267134', '919855', '434514', '952514', '545623']"
89343,['849'],['849'],"['1380', '1642', '27916', '11547', '27917', '16496', '138008', '138009']"
280641,['43073'],['896960'],"['83323', '105046', '6693', '694943', '1130', '265509', '853492', '601849']"
287335,['182821'],['182821'],"['578187', '845718', '917444', '208289', '236167', '208282', '557025', '519864']"
47562,['81272'],"['459682', '92929', '92928', '81272']","['68739', '92535', '92536', '93076', '93077', '448127', '529016', '93078']"
2580,['296'],"['86679', '86679', '86304']","['6506', '375', '3180', '483', '6507', '6508', '94173', '85031']"
261488,['15570'],"['15570', '151396']",
127741,['99569'],"['188555', '495559', '188557']","['29365', '12302', '97560', '160997', '104804', '25348', '66655', '462572']"
42946,['81531'],"['77822', '59857', '70366', '92070']","['38870', '29331', '97022', '81795', '61378', '56369', '99316', '37523']"
34194,['4894'],"['4894', '23311', '4894', '23311']","['5081', '2608', '11400', '2082', '1509', '4592', '1696', '83682']"
81253,['189'],"['116', '116', '189', '8370', '10509']","['114', '608', '3113', '6437', '5606', '1398', '3609', '75089']"
8305,['117'],"['39923', '55650', '40764', '57617']","['1722', '12334', '2705', '1266', '2035', '4202', '4869', '14626']"
294593,['534174'],,"['796562', '939080', '246451', '148431', '821547', '939082', '939083', '764769']"
276057,"['129305', '92085']","['129305', '92085']","['408379', '436891', '633705', '201354', '92739', '95522', '245825', '144270']"
260397,"['35019', '196931', '196931']","['82232', '196908', '127279']","['408379', '691471', '154313', '726862', '584759', '10299', '452767', '93952']"
30033,['64531'],"['30324', '49330']","['19353', '65993', '72240', '20969', '72241', '8567', '12827', '16075']"
43226,['11374'],"['11374', '96338', '11374', '11374', '96338']","['28705', '19357', '1768', '11375', '5946', '96343', '58632', '53763']"
42792,['3702'],"['98437', '57717']","['707', '98433', '98434', '14277', '374', '98435', '89774', '98436']"
286201,['73856'],"['73856', '913530', '913530', '57977']","['21087', '109808', '874327', '19168', '121837', '241716', '123021', '542984']"
2349,['1392'],"['43793', '43795']","['6566', '1794', '37553', '43817', '34909', '32843', '3682', '5250']"
276091,['887095'],['887095'],"['887097', '870393', '862372', '873852', '899802', '836966', '695156', '841577']"
257036,['44160'],['44160'],"['31683', '258087', '17446', '613', '473558', '15674', '416113', '764982']"
199113,['17826'],"['16958', '20173', '151551', '18635', '17826', '151552', '18635', '21578']","['21067', '18078', '17367', '62460', '34515', '97768', '4466', '28010']"
231232,['80491'],['80491'],"['134053', '186037', '246012', '12581', '11906', '253311', '158108', '703870']"
8231,['62'],"['13842', '62', '62', '417224', '417227', '3096', '417225', '3096', '417232']","['293', '1407', '1764', '8675', '16405', '16406', '87329', '3158']"
1596,['1727'],['1727'],"['994', '4398', '466', '4399', '4400', '1201', '1302', '6911']"
297772,['964163'],['964163'],"['482078', '83276', '200525', '252372', '959612', '268954', '959613', '841285']"
42408,['4454'],"['27490', '70981']","['5311', '561', '15359', '70978', '70979', '17396', '32977', '16379']"
43170,['15419'],"['15419', '83678', '83679']","['74095', '63506', '30607', '33607', '9432', '15424', '83695', '208938']"
279019,['53754'],"['36124', '53754', '47526']","['148993', '56449', '18429', '26824', '164805', '46754', '723183', '636181']"
52613,['90845'],['41043'],"['15557', '30270', '94901', '94902', '5306', '95636']"
15561,['22165'],"['75187', '37782']","['5653', '25056', '8753', '14365', '15238', '25057', '53730', '66269']"
19439,['954'],"['27833', '954']","['536', '2991', '14624', '17569', '6212', '14613', '115808', '8094']"
215570,['98402'],"['86027', '17585']","['17585', '186707', '168391', '1780', '89764', '21412', '15126', '124160']"
257438,['526358'],"['526358', '759745']","['6415', '650046', '184343', '82967', '546168', '534669', '831816', '259247']"
299446,['860769'],"['860769', '952355']","['859097', '717049', '418461', '907900', '7743', '488371', '431618', '776330']"
288884,['921630'],['827599'],"['12445', '136091', '921629', '921628', '455657', '242931', '726474', '817946']"
273814,['97935'],"['90745', '97935']","['667173', '419732', '25796', '537756', '819376', '835506', '861147', '816421']"
241649,['25799'],"['25799', '25799']","['14947', '25944', '779496', '852450', '223622', '741060', '148104', '95881']"
300426,['955270'],"['955270', '955271']",['261277']
302311,['132307'],"['908413', '168945', '132307']","['758203', '800047', '696566', '406287', '793958', '192510', '714020', '941332']"
247348,['94169'],"['94169', '191269']","['809742', '530431', '809743', '713010', '167479', '809746', '818623', '858892']"
204761,['239403'],"['239403', '239403', '14946', '100483']","['3330', '35970', '18641', '29189', '97767', '71436', '9765', '181719']"
286551,['914908'],"['914908', '528600']","['914906', '914907', '261620', '580148', '820282', '612974']"
191004,['28633'],['28633'],"['135371', '144941', '60769', '67585', '517771', '517772', '6099', '495765']"
285488,['414857'],['414857'],"['84402', '173201', '9723', '83855', '233587', '104643', '869598', '145610']"
133525,['22258'],"['39024', '22258', '22258']","['2608', '2376', '630', '96144', '71916', '179237', '14399', '20679']"
260471,"['824536', '411539']","['824536', '411539']","['154314', '824535', '104729', '151949', '142251', '127339', '413206', '411539']"
133955,['72938'],"['4830', '41541', '194074']","['40715', '118624', '226963', '136216', '103097', '129628', '10543', '22366']"
266236,['29801'],"['883948', '156572']","['327', '765904', '2077', '95515', '54818', '143135', '61033', '102872']"
109959,"['93737', '8370']","['93737', '93737', '97824', '97824']","['185692', '17028', '923', '4570', '32943', '32162', '126797', '180192']"
250073,['50075'],"['785802', '660597', '660596']","['197857', '778255', '56353', '260681', '588196', '89605', '436891', '779258']"
28933,['53839'],['53839'],"['536', '34236', '35000', '102971', '17719', '655', '32191', '49430']"
59125,['18911'],"['18911', '102458']","['88526', '24351', '4152', '19783', '102123', '102459', '56437', '102746']"
10436,['19037'],"['42613', '92189']","['59026', '123944', '64267', '98074', '56538', '12220', '122229', '56537']"
182885,['33137'],"['33137', '63156', '73842']","['91890', '16077', '57797', '35236', '133471', '128690', '147625', '49091']"
241777,['507140'],['119194'],"['237716', '661591', '165926', '547701', '775291', '206324']"
45561,['4059'],"['76183', '58850']","['1292', '5201', '3227', '67851', '3374', '8189', '3156', '24466']"
252185,['24280'],['24280'],"['746830', '795408', '11793', '22225', '254048', '170870', '816800', '125942']"
54027,['3126'],"['3126', '3126']","['3125', '3126', '17423', '8591', '21445', '1159', '3434', '98125']"
57421,"['87272', '87273']","['626', '46127']","['8758', '3614', '4702', '18944', '15301', '128262', '108145', '125339']"
29064,['1110'],"['1110', '43107']","['16293', '2078', '66010', '13154', '16749', '31585', '2923', '22445']"
179071,"['64039', '425392']","['64039', '425392']","['225550', '518327', '264021', '136213', '518328', '506848', '6099', '17615']"
215108,['87162'],"['87162', '611853']","['24248', '128597', '238535', '14951', '17369', '132037', '169668', '655423']"
2031,['1033'],"['46124', '37782']","['1969', '1238', '5360', '260', '6603', '373', '223238', '18429']"
258260,['65933'],['65933'],"['65935', '216340', '573739', '513920', '190374', '685809', '222306', '685202']"
265425,['72279'],"['51247', '887762']","['843729', '699586', '89322', '110913', '798056', '113321', '26942', '167210']"
284879,['852499'],"['852499', '64906']","['935699', '935700', '938565', '938566', '938567', '935701', '938568', '938569']"
2596,['6555'],['54936'],"['6556', '70', '373', '733', '2615', '661', '731', '573']"
295817,['7540'],"['220113', '68442']","['246148', '81795', '22426', '472710', '52430', '33434', '51813']"
257595,['56921'],['106104'],"['712729', '124321', '46687', '21165', '32973', '795849', '118919', '557836']"
102319,['1421'],"['1423', '1079']","['1422', '1079', '259', '1423', '6491', '15741', '46914', '19039']"
24712,['9478'],"['9478', '37997']","['1926', '3033', '4554', '1337', '10902', '20822', '3049', '3119']"
26275,['30511'],"['30511', '184286']","['19091', '3255', '22894', '33581', '33556', '64733', '75121', '23891']"
264422,['406987'],"['97569', '406987']","['628557', '682297', '723550', '29249', '86535', '877534', '110649', '877249']"
119412,['19647'],"['106773', '125708', '19647', '101625', '85493']","['97131', '542750', '135520', '96603', '27844', '255548', '5091', '52202']"
98198,['193'],"['193', '264193', '193', '7137', '7137']","['3094', '5619', '5620', '146214', '264270', '264272', '264275', '146320']"
29557,['21715'],['21715'],"['58631', '52683', '140850', '4493', '21715', '136321', '2497', '16979']"
270220,['74785'],"['764499', '859352']","['8399', '25791', '859351', '836753', '515859', '26386', '888101']"
287504,['584355'],"['584355', '918005', '918006', '798103', '918007']","['716990', '918004', '862856', '874294', '490817', '450618', '428045', '750489']"
129815,"['8762', '131358']","['487160', '8762', '22520']","['32977', '60617', '29331', '8', '18835', '20001', '7453', '11542']"
193283,['12562'],"['93693', '42747', '84632']","['28586', '12443', '97022', '42695', '220762', '95609', '191123', '12881']"
247225,['108384'],"['92621', '68414']","['217894', '8758', '105159', '14840', '679912', '5149', '104803', '179078']"
279282,['417801'],['417801'],"['555619', '128784', '834446', '933688', '703879', '933689']"
290365,"['673795', '658511']","['673795', '658511']","['673795', '214865', '658511', '868798', '724756', '951772', '752041', '843989']"
249566,['24588'],"['183565', '253106', '253105', '183565']","['63506', '114998', '79275', '762998', '75385', '606094', '426752', '249928']"
238655,['664022'],"['665557', '665558']","['60038', '203005', '601239', '738294']"
290310,"['835330', '835329']","['835330', '835329']","['828194', '59026', '71969', '929647', '935758']"
289512,['853104'],"['853104', '859450']","['584346', '853101', '939500', '939497', '66049', '939501']"
135624,['20609'],['20609'],"['133640', '472', '24779', '119552', '39404', '18945', '254452', '23269']"
304629,['425586'],['249611'],"['139726', '5947', '10901', '177908', '533987', '29470', '2372', '67073']"
190442,['179524'],"['32386', '80606', '90538']","['18851', '177921', '234831', '213138', '116895', '577389', '565338', '47337']"
196612,['1729'],"['535798', '28032', '89964', '535799', '167198']","['505959', '173983', '94485', '497339', '69', '8503', '191569', '198239']"
22323,"['22895', '68428', '68078']","['22895', '22896', '68089', '35020', '68428', '63875', '133602']","['14100', '22914', '5198', '53452', '10975', '28473', '46914', '4011']"
109086,['2561'],['84546'],"['696', '20967', '131707', '168046', '10015', '168047', '168072', '168048']"
13249,['2103'],['2103'],"['13190', '13784', '2104', '15120', '22597', '2103', '2642', '52019']"
192301,['507140'],['119194'],"['162900', '514989', '168659', '192930', '217638', '470190', '410373', '118908']"
203103,['69354'],['69354'],"['63506', '25190', '74472', '423203', '77537', '260829', '18732', '212206']"
45673,['12990'],"['79880', '98689', '98690', '49395', '105446', '154811', '436594']","['33131', '33229', '46106', '110230', '89963', '96977', '105191', '79163']"
14301,['15291'],"['15291', '39160', '15292', '81981']","['14947', '5081', '2171', '15291', '14543', '17703', '2390', '20731']"
174416,['32229'],"['32229', '130176']","['38766', '31695', '20204', '8571', '92', '26142', '39535', '57092']"
27569,['351'],"['39130', '86679', '351']","['1147', '605', '1148', '827', '49079', '58681', '143987', '143988']"
169890,['56744'],['141266'],"['35065', '19357', '104932', '407595', '110897', '79212', '153683', '543831']"
252057,['18013'],"['18013', '18013', '66434']","['169853', '477618', '622886', '486844', '433305', '1116', '953', '241414']"
227216,"['74194', '673230']","['74194', '74194', '74194', '183294']","['447016', '87127', '511908', '32887', '946', '165112', '163408', '26068']"
114644,['161315'],['161315'],"['190177', '67585', '190178', '183492', '71973', '200190', '196799', '191106']"
12729,['22017'],"['94740', '61314']","['17470', '12846', '187079', '18797', '726280', '893032', '893033', '19540']"
131723,['543'],"['543', '41026']","['33198', '12839', '17802', '41623', '860', '142590', '55210', '179331']"
137313,['82308'],['99490'],"['5568', '3083', '192498', '230401', '118240', '258224', '400734', '147234']"
14884,['13129'],['44139'],"['235', '2882', '19056', '14988', '9431', '19541', '35010', '13046']"
27564,['784'],"['784', '36521', '36521']","['785', '787', '786', '202', '788', '30857', '62258', '2500']"
260577,"['568826', '822279']",,"['3150', '86099', '45155', '444', '583929', '213716', '267151', '251867']"
36664,['534'],['90298'],"['74282', '127681', '96756', '6121', '47331', '37462', '90299', '74066']"
289188,['549876'],,"['432997', '41891', '592151', '866368', '807308']"
693,['67'],"['39283', '89748', '39284']","['2188', '2190', '2191', '374', '2189', '39282', '65925', '139014']"
170530,"['178348', '216888']","['74688', '90717', '93130']","['237', '163842', '117465', '248338', '33045', '179078', '415801', '397794']"
57299,['95625'],['95625'],"['97426', '97427', '69403', '448325', '535052', '535055', '71785', '97428']"
46022,['17705'],"['17705', '85644']","['1768', '32162', '6450', '29363', '466665', '90781', '58787', '78818']"
289042,['160740'],['922235'],"['30607', '613', '104523', '770025', '591402', '855838', '258438', '254166']"
259473,['21462'],"['21462', '102506']","['97768', '220861', '90968', '174343', '147120', '734302', '413407', '17756']"
290794,['234650'],"['234650', '648451']","['129990', '212569', '161493', '894885']"
14215,['18917'],"['55221', '18917']","['536', '4152', '8754', '1514', '23624', '6414', '33035', '23623']"
246299,['30076'],['30076'],"['102680', '101042', '775994', '99678', '254150', '430953', '454584', '222763']"
263657,['132829'],['132829'],"['47782', '35564', '192', '8231', '141658', '924462']"
267296,['132706'],['132706'],"['102403', '132706', '3330', '21610', '216982', '253866', '698838', '554913']"
506,['1127'],['300'],"['472', '696', '1614', '1615', '1616', '1617', '221456', '13594']"
249973,['93843'],"['93843', '93843', '98396']","['16798', '22567', '90823', '204015', '543344', '13412', '27963', '12603']"
29176,['16404'],"['21588', '2603', '85226']","['2535', '18216', '17827', '24501', '91836', '16394', '45704', '90074']"
13015,['5534'],"['47320', '40764', '432374']","['2705', '8504', '14369', '12717', '18984', '22329', '28864', '8575']"
136359,['1110'],"['69147', '1110', '42926', '43107']","['21714', '1004', '90925', '82057', '67071', '2080', '226648', '135981']"
58839,['43244'],"['149901', '143369', '43244']","['21075', '374', '16468', '20610', '93992', '84287', '17719', '14751']"
46694,['77759'],"['31577', '97445', '97446', '97447']","['2680', '84402', '16419', '46807', '60516', '16775', '69155', '89708']"
144608,['255777'],['168114'],"['111951', '117440', '139807', '213592', '118949', '10077', '13797', '12197']"
3393,['189'],"['116', '189', '43392']","['81921', '190', '1004', '1398', '1853', '3150', '1887', '4504']"
55142,"['27898', '444560']","['27898', '27898', '248788']","['95451', '95453', '95452', '254557', '530816', '404854', '254560', '204776']"
124309,['76145'],['76145'],"['17416', '930', '4155', '9878', '14093', '46104', '130002', '76147']"
219286,['563588'],"['99042', '551126']","['81018', '69018', '739472', '663836', '185402', '226417', '27024', '739466']"
45028,['3859'],"['931165', '90515']","['561', '1339', '1515', '11464', '20635', '13114', '2995', '29035']"
28983,['64623'],"['96244', '124415', '96245', '177783']","['124415', '17044', '146295', '155364', '7248', '37644', '19056', '114167']"
208563,['105530'],"['187799', '586187']","['92619', '258722', '612808', '258862', '96287', '476001', '80899', '428140']"
215447,['1033'],['42893'],"['16335', '180154', '25756', '2562', '97604', '107903', '5233', '542655']"
194009,['522573'],"['522574', '522573']","['237629', '132734', '83617', '32396', '99554', '207508', '673632', '706253']"
48388,"['83306', '83308']","['87128', '25052', '83306', '83308', '87130', '95819']","['38439', '11533', '93124', '52751', '102276', '87123', '167014', '51014']"
10403,['698'],"['57043', '422617']","['1515', '4637', '3622', '23433', '10918', '40481', '58902', '65736']"
194739,['249695'],"['249695', '169918']","['198003', '107708', '411970', '525656', '406338', '467287', '475626', '240668']"
246577,,['36204'],['693797']
273882,['172509'],"['172509', '534485']","['5826', '2175', '142809', '605317', '33328', '39547', '897912', '3657']"
259504,"['189849', '646866']",,"['83304', '134849', '449934', '411584', '422394']"
4887,['1338'],"['72660', '72660', '884403']","['662', '6613', '2413', '11506', '11507', '11508']"
1790,['909'],['909'],"['377', '4395', '4180', '4862', '234587', '4864', '494682', '494680']"
272441,['836788'],"['721779', '721779']","['520406', '872587', '878437', '777853', '102681', '260472', '435738', '52542']"
25836,['15633'],"['45962', '15633']","['1908', '1659', '27662', '24028', '443632', '5', '6212', '27663']"
192185,['35229'],"['69556', '36301', '69556']","['234278', '774806', '998', '105155', '27198', '3438', '161192', '462441']"
253809,['15280'],"['801428', '33733']","['801430', '160886', '32336', '15280', '863877', '67071', '31674', '483871']"
57679,['4318'],"['42747', '4318', '43095']","['17690', '5081', '22069', '21316', '25791', '82061', '3153', '50684']"
5899,['960'],['960'],"['12839', '13102', '5671', '13104', '13105', '9196', '45383', '18080']"
251401,['465875'],['465875'],"['69924', '65960', '5199', '110221', '439441', '63891', '125905', '792715']"
57046,['1928'],"['43366', '43367']","['26816', '24466', '13771', '19690', '6627', '55540', '52817', '121352']"
241421,['98402'],"['622488', '47225', '98402']","['17585', '168391', '186707', '86647', '89764', '15126', '21412', '19142']"
266900,['107154'],"['107154', '673278', '594955']","['64733', '109219', '166933', '229240', '204455', '545407', '40572', '213070']"
134559,['64531'],['238759'],"['103732', '238763', '202874', '177231', '94078', '54991', '72116', '164918']"
21819,['3000'],['44446'],"['1067', '4489', '24549', '13176', '175724', '7364', '78231', '78232']"
309314,['690703'],,"['646930', '936618', '857830', '400268', '756238', '484029', '961945']"
60593,['87164'],['87164'],"['79528', '142220', '261459', '407032', '73083', '126565', '126573', '146577']"
251357,['763574'],"['94475', '94475', '103374']","['163842', '459730', '228702', '556760', '92191', '419082', '33046', '105013']"
253058,['132866'],"['55673', '798462']","['77494', '38775', '20942', '57921', '3372', '57133', '104779', '487445']"
178184,['14450'],['422753'],"['119484', '413717', '110', '12219', '259', '20610', '62592', '122867']"
248519,['183233'],"['183235', '84346', '73724']","['221000', '167135', '227259', '248651', '426752', '99551', '264020', '23482']"
277937,"['647667', '764299']","['51931', '107013', '176105']","['672718', '692896', '628557', '53292', '23887', '16335', '31683', '540941']"
182518,['206877'],"['18385', '77789']","['212326', '98193', '4152', '17572', '432090', '581118', '500532', '587684']"
262725,['56255'],"['56255', '56255', '728612', '221182']","['2083', '221182', '755057', '851001', '415515', '145617', '6862', '237549']"
181593,['6096'],"['38200', '97081']","['89322', '160726', '73144', '71767', '161459', '131949', '30609', '9685']"
57894,['98663'],"['100506', '100507', '100508']","['214792', '33129', '99634', '100502', '100503', '946', '100504', '100505']"
299132,['856501'],,"['590324', '805270', '144083', '110902', '240086', '859309', '918961', '160922']"
310939,['945801'],,"['679428', '461262', '571825', '235722']"
139326,['69993'],['69993'],"['63506', '41339', '17826', '34236', '210727', '134637', '3247', '98866']"
4642,['6555'],"['44130', '41701', '44139', '504261']","['10976', '602', '1079', '39953', '660', '3224', '599', '5180']"
242216,['250462'],"['250462', '490670']","['795', '65974', '226963', '87400', '422947', '24238', '680175', '218039']"
288922,['921741'],['921741'],"['921743', '921741', '142321', '805594', '921744']"
199980,['104720'],"['138223', '74580', '104720', '139161', '150835']","['756', '512', '456921', '574446', '252353', '24493', '24731', '11025']"
200730,['1712'],"['17585', '17585', '51825', '51825', '74754']","['17585', '89764', '14611', '21412', '8758', '40294', '20610', '50698']"
272213,['231755'],"['192436', '192438']","['21412', '509046', '50698', '90661', '104952', '170808', '35406', '118630']"
303016,['116634'],['116634'],"['815832', '914713', '811335', '941396', '236291', '889908', '851230', '922254']"
6861,['1146'],"['31577', '56744']","['1146', '8092', '487', '488', '260', '14843', '72934', '89809']"
6256,['3269'],"['3269', '39387', '39386', '39384', '39385']","['6290', '5135', '32690', '4035', '12529', '39380', '39381', '39382']"
173357,['8480'],"['238292', '45493']","['179331', '7541', '164426', '1285', '27382', '95488', '146483', '130078']"
194779,"['27869', '21977']","['21977', '205328', '77392', '129929', '27869', '27869', '21977', '77392', '827874']","['53429', '1006', '179078', '37523', '199888', '236', '59838', '59016']"
143382,['27087'],"['221989', '27087', '259532']","['536993', '231813', '78344', '20018', '259530', '259531', '232357', '252048']"
251988,['543945'],"['543945', '243536']","['2171', '407212', '83276', '237343', '18572', '821925', '821926', '821927']"
223062,['260891'],"['260891', '51723']","['613652', '32162', '237549', '640585', '1696', '173450', '701101', '184295']"
28981,['26424'],['26424'],"['1825', '18732', '55701', '21406', '7763', '14365', '30279', '53689']"
1593,['4391'],"['13170', '35555']","['4392', '51220', '4394', '869', '4395', '686', '10016', '51592']"
8230,['16404'],"['68961', '41685']","['13369', '3437', '13772', '45682', '5072', '59481', '105181', '4064']"
305125,['966393'],"['268442', '966394']","['966395', '52764', '57267', '781064', '966396', '18752', '969242', '738336']"
1133,['5409'],"['5409', '56421']","['3369', '3368', '3371', '56422', '56423', '56425', '56426', '154392']"
214730,['442023'],"['101874', '610118', '54744']","['211621', '451114', '31545', '255331', '247473', '265322', '255171', '81486']"
144195,['76202'],"['76202', '105344']","['25907', '29365', '14454', '38755', '11657', '34236', '20138', '59137']"
114867,"['68428', '29745']","['191362', '77186', '68428', '29745', '191369', '191359', '191365']","['94482', '1052', '50605', '97602', '5180', '79844', '109252', '138234']"
174297,['129054'],"['35690', '183294', '183294', '129054', '51582', '129054']","['67071', '24485', '44076', '2103', '44039', '45176', '552888', '231290']"
50988,['89967'],"['65838', '46009', '41606', '41607', '93239']","['104769', '38755', '81429', '83322', '71796', '27830', '117305', '27024']"
269757,['857742'],['857743'],"['108954', '110645', '52558', '141505', '661820', '743602', '124716', '718735']"
3463,['858'],"['64568', '68795']","['6452', '6696', '1302', '1950', '90766', '8679', '8680']"
