movie_id,realisateurs,scenaristes,acteurs
58041,['99138'],"['85040', '101293', '101293']","['930', '58531', '166829', '6625', '102004', '108488', '93770', '99905']"
59385,['18154'],"['18154', '102603']","['1720', '65574', '102609', '56187', '93159', '72704', '138123', '138124']"
27453,['4956'],"['4956', '37991']","['2760', '2439', '11546', '35779', '1578', '4757', '4959', '4753']"
28631,['6096'],"['77946', '69955', '69956', '6096', '6097', '31763']","['66049', '2930', '84499', '66427', '84497', '84498', '371', '66050']"
256884,['119638'],['179120'],"['266630', '554673', '827972', '812873', '116508', '748235', '767196', '683310']"
258156,['716031'],"['716031', '716031', '544763', '829154']","['817696', '862423', '817692', '817694', '817695', '817697', '414132', '531683']"
26365,['16428'],['16428'],"['77619', '77620', '78995', '78700', '78989', '147606', '24381', '78068']"
26515,['974'],"['72827', '72827', '72878', '974']","['991', '105', '114', '8564', '8708', '9176', '184', '8027']"
267883,,,"['773107', '96796', '851339', '653432', '707157', '817818', '838087', '854887']"
26851,['17754'],"['17754', '65708']","['5081', '2082', '14831', '721', '1941', '4493', '28823', '15291']"
270307,['814263'],,"['859604', '628794', '781104', '825605', '60236', '859618']"
289944,['274341'],['274578'],"['104476', '449579', '660856', '627271', '847170', '924784', '492799', '465353']"
294115,['461149'],"['56421', '5409']","['89605', '93025', '35046', '171139', '89341', '105234', '151849', '103816']"
297102,['946012'],,"['946014', '946016', '946018', '90758']"
300356,['904028'],"['904028', '861471']","['823827', '682180', '955615', '400831', '197808']"
43445,['170360'],['170360'],"['96380', '21691', '28261', '939', '12299', '200775', '28662', '2068']"
10115,['5790'],['5790'],"['18566', '18567', '184', '8402', '10249', '18568', '9524', '2768']"
10250,['18779'],"['92877', '18779', '40853']","['14437', '18780', '18781', '18782', '24874', '102859']"
1042,['3048'],"['3048', '54328', '54605', '54606']","['683', '129002', '3114', '3113', '6416', '27815', '48375', '54604']"
111755,['8573'],"['8573', '39017', '8573']","['191', '173392', '1532', '8571', '2479', '4593', '42420', '99272']"
126540,['76705'],"['100763', '192578', '58870', '91516', '482336', '76705']","['4921', '23449', '143', '36556', '251409', '202', '82617', '34547']"
131867,"['42929', '260211']","['4569', '81049', '126852', '98395']","['4569', '6414', '13918', '19440', '11977', '242045', '5903', '14585']"
144456,['200366'],['169764'],"['24991', '96325', '170497', '115458', '99860', '96685', '255624', '86411']"
173046,['74262'],"['100344', '100343']","['4056', '77475', '102938', '81855', '209428', '133269', '100341', '563672']"
18198,['13204'],['13204'],"['27586', '922', '10036', '6119', '27587', '17690', '1938', '46130']"
18224,['27633'],['259227'],"['7268', '8092', '14509', '27634', '27635', '27636', '426210', '56455']"
18243,['27659'],"['71404', '52753']","['27660', '14841', '21048', '23031', '26559', '27661', '3613', '495875']"
184683,['1257'],['64848'],"['1952', '3698', '28078', '2178', '138665', '11952', '146882', '11168']"
189856,['33229'],"['4148', '33229', '648047']","['29376', '33229', '33434', '196969', '139915', '197757', '89963', '650848']"
191286,['153807'],['235656'],"['196963', '37518', '90326', '511648', '133159', '511649', '181129', '424703']"
195361,['529342'],['529342'],"['529420', '225525', '529427', '529424', '529422', '529425']"
196310,['547814'],"['550282', '547814']","['535429', '553194', '550280', '550278', '550283', '550281']"
203318,['175144'],['175144'],"['128148', '96646', '442083', '475892', '5615', '101582', '506069', '506552']"
21346,['30076'],"['139312', '259874']","['30280', '13449', '30079', '30282', '30283', '30284', '28546', '592641']"
220805,['198704'],"['198704', '703839']","['425394', '640950', '221584', '618930', '703819', '166481', '676798', '703833']"
248931,['27408'],"['119478', '27408']","['92317', '139150', '32090', '1089', '192804', '190610', '746414', '143010']"
238251,['444749'],['615616'],"['559011', '736730', '8548', '534135', '769564', '448584', '175145', '412039']"
239112,['132829'],"['139161', '21690']","['16452', '5948', '14437', '45734', '442729', '407063', '619898', '149522']"
240719,['13514'],"['787364', '787363', '787364']","['27382', '659272', '973', '184912', '205703', '217585', '539794', '135453']"
242909,['558230'],"['191655', '558230']","['249636', '53292', '70387', '5481', '757299', '18324', '6448', '757301']"
27284,['6430'],"['68270', '2397']","['1305', '5232', '6431', '38678', '21840', '66875', '419141', '24809']"
245239,['418607'],"['767246', '418607']","['133997', '930', '509200', '519358', '192944', '4870', '796487', '231675']"
230959,['697669'],"['697669', '697671']","['697672', '697677', '697674', '697676', '697678']"
232258,['531875'],['531875'],"['635631', '644455', '648361', '700876', '59047', '167736']"
297872,['244389'],"['244389', '94732', '176535']","['94732', '105227', '455890', '948325']"
42772,['4984'],"['4984', '74409']","['4984', '5448', '1023', '89593', '17074', '89595', '34687', '478643']"
46408,['77435'],"['82581', '44903', '44902']","['18699', '6833', '12946', '77434', '9652', '6933', '705', '16406']"
485,['17775'],"['36902', '81901', '17775']","['1995', '1208', '1997', '57191', '81900', '31374', '3682', '149037']"
37068,['4766'],"['35215', '36150', '36150', '35215', '35215', '4766', '36150', '4766']","['8023', '991', '21937', '3297', '228074', '11719', '37399', '51302']"
38816,"['3853', '67841']",,"['3853', '785', '3855']"
257917,['95356'],"['237769', '237774']","['70732', '15344', '28708', '127118', '32896', '188896', '896072']"
258592,['516648'],['166181'],"['35947', '154651', '1644', '92061', '522736', '14836', '665806', '681176']"
263725,['669588'],['669588'],"['76148', '731198', '702695', '459576', '134091']"
26518,['34794'],"['34794', '34794', '34794', '569774']","['7225', '21794', '143', '298', '13758', '10314', '3287', '609']"
2654,['351'],"['351', '53434']","['3373', '3604', '4372', '4786', '6706', '989', '466', '3903']"
274633,['43669'],"['65804', '43669']","['893669', '230174', '12295', '444984', '891009', '620344', '747622', '416064']"
28,['3750'],['68358'],"['1299', '1414', '4246', '34482', '82165', '8221', '25766', '132233']"
28138,['954'],"['954', '39855']","['8', '13816', '65339', '50458', '65337', '65340', '72273', '65342']"
285893,['444664'],['535676'],"['738917', '146623', '806753', '62952', '949003']"
50041,['7478'],"['7478', '7478']","['13392', '171557', '201952', '7111', '171523', '201948', '13391', '201958']"
51996,['2419'],"['2419', '36912']","['11306', '146596', '61820', '101494', '221084', '221086', '221088', '221089']"
52618,['52637'],"['52637', '52637']","['96380', '28485', '93811', '52614', '93946', '94335', '94336']"
57601,['265341'],['72010'],"['785', '4513', '131183', '57488', '82275', '1498', '131185', '51151']"
58906,['3830'],['3830'],"['5947', '33017', '18752', '102470', '3831', '103843', '1186', '886626']"
59115,['641'],['641'],"['8400', '217001', '51488', '67073', '14585', '99333', '135333', '71916']"
59139,['30956'],['4883'],"['76261', '666', '4885', '5710', '225', '123', '1639', '9289']"
621,"['45', '1560', '75892', '10354', '5559']","['144501', '75894', '161725']","['18699', '1425', '1962', '26630', '1963', '1561', '2670', '1538']"
66549,['9024'],"['5226', '132881']","['5226', '11415', '29740', '7664', '7687', '30798', '18692', '174513']"
67575,['134113'],"['71862', '71862', '134113', '134113']","['129296', '28501', '134107', '33748', '134108', '134109', '85517', '134111']"
7279,['9179'],['9179'],"['11041', '18863', '9139', '9402', '31218', '31219', '589026', '589027']"
8188,['14653'],"['14653', '561776', '561778', '82819']","['73', '6369', '12427', '14654', '14655']"
10082,['201'],['201'],"['18511', '18512', '1097', '18514', '18515', '137457', '224832', '18513']"
108739,['3777'],"['3777', '21578']","['28823', '5115', '5083', '4546', '140017', '20560', '92', '94098']"
109191,['86259'],"['86259', '86258']","['10392', '27870', '51054', '21377', '66955', '121597', '435791', '534552']"
1179,['23'],"['69089', '565308', '18301', '44351']","['605', '1339', '2270', '131408', '15785', '796', '10621', '13977']"
118947,['22337'],['22337'],"['12630', '34414', '160997', '176184', '79113', '94204', '109436', '130778']"
1238,['3605'],"['3605', '40331']","['1515', '9', '21802', '99192', '3156', '55148', '1129', '52673']"
124675,['18775'],"['18775', '87201']","['2376', '2349', '4555', '8231', '102276', '9524', '24891', '202314']"
1248,['85'],"['25781', '36960', '419513', '85', '74594']","['3629', '74589', '205930', '409', '12126', '3630', '28019', '205935']"
126421,['47227'],['47227'],"['8768', '8801', '169192', '79113', '101793', '47522', '41407', '59262']"
12972,['1008'],"['32163', '1008']","['1010', '1009', '8338', '8402', '16293', '11528', '40418', '40724']"
133731,['86146'],"['212270', '212271', '61468']","['117465', '12444', '212269', '17371', '76797', '32396', '94480', '213947']"
1599,['4403'],"['4403', '36902', '193']","['215', '4404', '4405', '56167', '56169', '451', '11445', '56174']"
170648,['47170'],"['59629', '100107']","['118479', '141639', '130975', '135407', '127724', '930', '5726', '15317']"
17616,['8557'],"['8557', '50544']","['18255', '1486', '23806', '26882', '26883', '26884', '26885', '26886']"
181600,['84123'],['84123'],"['11542', '101792', '443418', '411771', '108311', '50618', '26994', '117430']"
183629,['16337'],"['98512', '267642', '150125']","['148993', '153052', '498986', '172473', '236536', '104368', '59016', '139562']"
186887,['83787'],"['29681', '71796', '83787']","['71796', '493871', '663735', '80779', '658297', '658298', '663738', '574596']"
198421,['55888'],['28479'],"['28479', '196680', '7455', '11990', '119304', '4205', '6892', '437242']"
20322,['29390'],['29390'],"['699', '1541', '5535', '21406', '27198', '27613', '4141', '1149']"
203398,['253113'],"['253113', '98129']","['508780', '238620', '145070', '557656', '557657', '557658', '267695', '557659']"
229890,['84123'],"['84123', '133824']","['11542', '104383', '24501', '150925', '434735', '452127', '696347', '15208']"
230620,['28892'],['28892'],"['90996', '96596', '413755', '702695', '461891', '97207', '652220', '520029']"
231261,['237621'],['237621'],"['24248', '97765', '699457', '52993', '82672', '182623', '204122', '724050']"
233863,['76215'],"['714791', '76215']","['2130', '66284', '136574', '65875', '15416', '79787', '113224']"
207373,['259686'],"['437072', '120161']","['6449', '6459', '502166', '10491', '100504', '204185', '150976', '194453']"
216748,['422269'],"['467857', '563710']","['28492', '174064', '444298', '488651', '127121', '224734', '424094', '91289']"
220265,['403826'],['636522'],"['264698', '148924', '17500', '144291', '519887', '636519', '421329', '30030']"
248487,"['18097', '18096']",,
252094,"['62968', '15969', '552107', '571855', '100889']",,
244461,['247230'],"['101350', '79324', '240246', '240246', '778209', '778210']","['669789', '122993', '524091', '32976', '6284', '104554', '138516', '104850']"
270907,['195971'],['195971'],"['769523', '777686', '34375', '50619', '619875']"
50144,['21128'],['56599'],"['33607', '15306', '93849', '9337', '13046', '34229', '17346', '36607']"
50350,['86356'],"['74409', '87454']","['946', '16130']"
51330,"['69221', '29282']","['69221', '93227']","['32193', '93813', '74512', '71854', '29282', '88680', '225338', '499237']"
52649,['90922'],['90922'],"['90923', '90924', '91950', '91763', '91951', '157978', '234558', '498584']"
53551,['13917'],"['13917', '43730']","['13873', '23424', '1085', '138114', '69632', '138116', '34366', '138117']"
54434,['4526'],,"['18544', '98545', '98893', '98894', '411632']"
55138,['19354'],['89203'],"['19355', '19356', '19357', '70', '5387', '34300', '10287', '2334']"
55759,['35127'],['55150'],"['1400', '6555', '762', '10690', '8414', '1263', '88986', '77198']"
59203,['891'],['891'],"['23032', '5215', '891', '21086', '893', '11671', '1904', '9431']"
59759,['31936'],"['50154', '36921', '50154', '50154']","['683', '5581', '736', '1900', '88643', '103421', '530', '6596']"
6177,['324'],['35618'],"['1926', '379', '1289', '21927', '7659', '69169', '155', '5592']"
70039,['2836'],"['72202', '69093', '54895']","['1400', '606', '5581', '6447', '5564', '711', '11169', '2949']"
78383,['529080'],"['529080', '529081']","['104534', '18368', '34515', '104573', '114644', '43016', '157874', '120351']"
281068,['503691'],,"['650431', '828084', '400835']"
286063,['904282'],['904282'],"['19767', '782426', '731904', '912952']"
261212,['552423'],['619270'],"['53457', '763', '815245', '231057', '757559', '827009', '666388', '827013']"
29787,"['566', '43896']","['43896', '74765']","['11791', '6', '1015', '22014', '4114', '1493', '13206', '173208']"
308904,['30576'],['437794'],"['161980', '111156', '963446', '40286', '918604', '759527', '976427', '859932']"
31392,['15586'],"['49794', '49794']","['2705', '2615', '1301', '2392', '485', '65301', '70157', '4441']"
32976,"['40878', '56255']","['40878', '56255']","['443817', '17615', '18399', '16217', '1734', '104', '2390', '17426']"
34157,['18731'],['18731'],"['12302', '18732', '14454', '53714', '24682', '80922', '112418', '68956']"
3446,['769'],"['769', '496704', '37028']","['769', '1656', '8615', '8616', '8617', '8618', '2659', '1230']"
36283,['64622'],"['74194', '64622']","['4491', '6448', '38980', '19699', '14409', '40388', '70647', '77838']"
36324,['16348'],"['72470', '94293', '72469']","['1425', '644', '77959', '107671', '90026', '7685', '7312', '31373']"
36817,['93843'],['93843'],"['16798', '27073', '102626', '18343', '12134', '101376', '551588', '102627']"
40193,['300'],"['69106', '102264']","['2194', '4788', '25741', '20610', '38479', '90064', '59478', '33239']"
43356,['72016'],"['78145', '79190', '72016', '79191', '60095']","['72017', '75162', '38862', '79194', '79195', '79196', '79197', '60345']"
43370,['3888'],"['66383', '37872', '66384']","['1065', '39848', '4399', '2777', '75087', '12169', '30570', '163844']"
